index,time_iso,relative_ms,delta_ms,direction,src_ip,src_port,dst_ip,dst_port,wire_len,captured_len,ip_len,seq,ack,flags,tcp_payload_len,payload_hex,section,interface_id
53,2026-08-13T10:01:29.333440+03:00,167.444,2.177,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635205,4237140069,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 0B 00 00 00 00 00 00 00,1,0
54,2026-08-13T10:01:29.333575+03:00,167.579,0.135,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237140069,1893635253,ACK,0,,1,0
55,2026-08-13T10:01:29.335028+03:00,169.032,1.453,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237140069,1893635253,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 9F 57 FB 3C 00 00 00 00 4C 03 49 3B 00 00 00 00 E2 F8 A0 39 00 00 00 00 00 00 80 3F 00 00 00 00 5A 12 80 3F 52 63 AA BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 43 00 66 40 95 28 5F 40 5B 30 D3 40 5D 34 A2 40 36 74 D5 3F 62 10 0E 40 86 56 07 40 3A 40 63 40,1,0
56,2026-08-13T10:01:29.335108+03:00,169.112,0.08,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635253,4237140193,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 0C 00 00 00 00 00 00 00,1,0
57,2026-08-13T10:01:29.335276+03:00,169.28,0.168,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237140193,1893635301,ACK,0,,1,0
58,2026-08-13T10:01:29.336765+03:00,170.769,1.489,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237140193,1893635301,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 DA 57 FB 3C 00 00 00 00 61 03 49 3B 00 00 00 00 D6 F7 A0 39 00 00 00 00 00 00 80 3F 00 00 00 00 67 0F 80 3F FC 4C AE BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 D9 93 AC 3F C7 13 4D 40 FB F8 99 40 87 09 9B 40 6D 13 1C 3F 95 0B 1A 40 F8 22 7C 3F 88 F5 5F 40,1,0
59,2026-08-13T10:01:29.338919+03:00,172.923,2.154,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635301,4237140317,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 0D 00 00 00 00 00 00 00,1,0
60,2026-08-13T10:01:29.339182+03:00,173.186,0.263,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237140317,1893635349,ACK,0,,1,0
61,2026-08-13T10:01:29.340403+03:00,174.407,1.221,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237140317,1893635349,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 BA 57 FB 3C 00 00 00 00 4C 03 49 3B 00 00 00 00 E8 08 A1 39 00 00 00 00 00 00 80 3F 00 00 00 00 3A 08 80 3F FE 60 94 BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 28 B5 52 40 2E 00 72 40 A3 84 C9 40 F4 4E AB 40 43 53 B0 3F 27 A4 20 40 B9 8B DC 3F 62 82 7F 40,1,0
62,2026-08-13T10:01:29.340575+03:00,174.579,0.172,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635349,4237140441,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 0E 00 00 00 00 00 00 00,1,0
63,2026-08-13T10:01:29.340720+03:00,174.724,0.145,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237140441,1893635397,ACK,0,,1,0
64,2026-08-13T10:01:29.341936+03:00,175.94,1.216,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237140441,1893635397,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 44 57 FB 3C 00 00 00 00 7F 03 49 3B 00 00 00 00 C5 01 A1 39 00 00 00 00 00 00 80 3F 00 00 00 00 63 0C 80 3F 6A D5 9A BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 CB 2E 5B 40 F9 10 22 40 47 3D D1 40 FE 48 81 40 2D E8 CF 3F 0F 43 A9 3F DE E4 F9 3F 76 54 2A 40,1,0
65,2026-08-13T10:01:29.342098+03:00,176.102,0.162,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635397,4237140565,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 0F 00 00 00 00 00 00 00,1,0
66,2026-08-13T10:01:29.342255+03:00,176.259,0.157,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237140565,1893635445,ACK,0,,1,0
67,2026-08-13T10:01:29.343471+03:00,177.475,1.216,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,178,178,164,4237140565,1893635445,ACK|PSH,124,FE CA A0 A0 7C 00 00 00 00 00 00 00 00 40 90 0C 82 8A 30 AC 0C 42 B2 C2 34 00 01 00 00 00 00 00 58 00 00 00 EA 57 FB 3C 00 00 00 00 1C 03 49 3B 00 00 00 00 0D FE A0 39 00 00 00 00 00 00 80 3F 00 00 00 00 2C 0F 80 3F 53 AA 6A BA 00 00 00 00 00 00 00 00 00 00 80 3F 00 00 00 00 3C 6B 8F 3F A5 9F 41 40 9D 1B 85 40 80 60 94 40 64 07 25 BF 9F 92 EF 3F 7C 46 BE BE E4 32 4C 40,1,0
68,2026-08-13T10:01:29.343637+03:00,177.641,0.166,PC->DEV,192.168.3.65,53181,192.168.9.155,4000,102,102,88,1893635445,4237140689,ACK|PSH,48,FE CA A0 A0 29 00 00 00 00 40 90 0C 50 70 6A 09 87 FA 5A A5 0C F1 0C F1 34 00 01 00 00 00 00 00 58 00 01 00 04 00 02 00 10 00 00 00 00 00 00 00,1,0
69,2026-08-13T10:01:29.343768+03:00,177.772,0.131,DEV->PC,192.168.9.155,4000,192.168.3.65,53181,64,64,40,4237140689,1893635493,ACK,0,,1,0
